sr_no,scn_no,sheet,reason
99,60/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
100,61/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
101,62/2025-26,ADD_JD,"{'message': ""Could not find the 'date_of_adjudication' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
102,63/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
103,64/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
104,65/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
105,66/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
106,67/2025-26,ADD_JD,"{'message': ""Could not find the 'date_of_bo_portal_upload' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
107,68/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
108,70/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
109,71/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
110,72/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
111,73/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
112,74/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
113,75/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
114,76/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
115,77/2025-26,ADD_JD,"{'message': ""Could not find the 'date_of_bo_portal_upload' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
116,78/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
117,78/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
118,79/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
119,80/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
120,81/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
121,82/2025-26,ADD_JD,"{'message': ""Could not find the 'gstins' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
122,83/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
123,84/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
124,85/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
125,86/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
126,87/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
127,89/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
128,89/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
129,90/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
130,91/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
131,92/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
132,93/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
133,94/2025-26,ADD_JD,"{'message': ""Could not find the 'gstins' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
134,95/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
135,96/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
136,97/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
137,98/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
138,99/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
139,100/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
140,101/2025-26,ADD_JD,"{'message': ""Could not find the 'date_of_bo_portal_upload' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
141,102/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
142,103/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
143,104/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
144,105/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
145,106/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
146,107/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
147,108/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
148,108/2025-26,ADD_JD,"{'message': ""Could not find the 'gstins' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
149,109/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
150,110/2025-26,ADD_JD,"{'message': ""Could not find the 'date_of_bo_portal_upload' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
151,111/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
152,112/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
153,113/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
154,114/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
155,115/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
156,116/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
157,117/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
158,118/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
159,119/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
160,120/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
161,121/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
162,122/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
163,123/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
164,124/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
165,125/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
166,126/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
167,127/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
168,128/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
169,129/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
170,130/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
171,131/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
172,132/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
173,133/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
174,134/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
175,135/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
176,136/2025-26,ADD_JD,"{'message': ""Could not find the 'date_of_bo_portal_upload' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
177,137/2025-26,ADD_JD,"{'message': ""Could not find the 'date_of_bo_portal_upload' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
178,138/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
179,139/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
180,140/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
181,141/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
182,142/2025-26,ADD_JD,"{'message': ""Could not find the 'gstins' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
183,143/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
184,144/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
185,145/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
186,146/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
187,147/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
188,148/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
189,149/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
190,150/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
191,151/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
192,152/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
193,153/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
194,154/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
195,155/2025-26,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
1,01/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
2,02/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
3,03/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
4,04/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
5,05/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
6,06/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
7,07/2026-27,ADD_JD,"{'message': ""Could not find the 'source_sheet' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
8,08/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
9,09/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
10,10/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
11,11/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
12,12/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
13,13/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
14,14/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
15,15/2026-27,ADD_JD,"{'message': ""Could not find the 'group_name' column of 'dggi_scn_records' in the schema cache"", 'code': 'PGRST204', 'hint': None, 'details': None}"
